kind,name,category,sub_category,prefix_str,layout_kind,checkLen,skipLen,version,ton_commit_hash,ton_file_path,ton_line_number,ton_function_name
tvm,RUNVMX,continuation,continuation_jump,DB50,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,277,exec_runvmx
tvm,IFRET,continuation,continuation_cond,DC,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,369,exec_ifret
tvm,IFNOTRET,continuation,continuation_cond,DD,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,377,exec_ifnotret
tvm,IF,continuation,continuation_cond,DE,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,325,exec_if
tvm,IFNOT,continuation,continuation_cond,DF,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,336,exec_ifnot
tvm,IFJMP,continuation,continuation_cond,E0,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,347,exec_if_jmp
tvm,IFNOTJMP,continuation,continuation_cond,E1,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,358,exec_ifnot_jmp
tvm,IFELSE,continuation,continuation_cond,E2,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,385,exec_if_else
tvm,CONDSEL,continuation,continuation_cond,E304,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,398,exec_condsel
tvm,CONDSELCHK,continuation,continuation_cond,E305,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,408,exec_condsel_chk
tvm,IFRETALT,continuation,continuation_cond,E308,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,421,exec_ifretalt
tvm,IFNOTRETALT,continuation,continuation_cond,E309,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,429,exec_ifnotretalt
tvm,REPEAT,continuation,continuation_cond_loop,E4,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,489,exec_repeat
tvm,REPEATEND,continuation,continuation_cond_loop,E5,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,501,exec_repeat_end
tvm,UNTIL,continuation,continuation_cond_loop,E6,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,513,exec_until
tvm,UNTILEND,continuation,continuation_cond_loop,E7,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,520,exec_until_end
tvm,WHILE,continuation,continuation_cond_loop,E8,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,526,exec_while
tvm,WHILEEND,continuation,continuation_cond_loop,E9,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,535,exec_while_end
tvm,AGAIN,continuation,continuation_cond_loop,EA,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,542,exec_again
tvm,AGAINEND,continuation,continuation_cond_loop,EB,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,550,exec_again_end
tvm,REPEATBRK,continuation,continuation_cond_loop,E314,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,489,exec_repeat
tvm,REPEATENDBRK,continuation,continuation_cond_loop,E315,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,501,exec_repeat_end
tvm,UNTILBRK,continuation,continuation_cond_loop,E316,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,513,exec_until
tvm,UNTILENDBRK,continuation,continuation_cond_loop,E317,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,520,exec_until_end
tvm,WHILEBRK,continuation,continuation_cond_loop,E318,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,526,exec_while
tvm,WHILEENDBRK,continuation,continuation_cond_loop,E319,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,535,exec_while_end
tvm,AGAINBRK,continuation,continuation_cond_loop,E31A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,542,exec_again
tvm,AGAINENDBRK,continuation,continuation_cond_loop,E31B,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,550,exec_again_end
tvm,RETURNVARARGS,continuation,continuation_change,ED10,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,728,exec_return_varargs
tvm,SETCONTVARARGS,continuation,continuation_change,ED11,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,678,exec_setcont_varargs
tvm,SETNUMVARARGS,continuation,continuation_change,ED12,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,687,exec_setnum_varargs
tvm,BLESS,continuation,continuation_change,ED1E,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,733,exec_bless
tvm,BLESSVARARGS,continuation,continuation_change,ED1F,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,750,exec_bless_varargs
tvm,PUSHCTRX,continuation,continuation_change,EDE0,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,894,exec_push_ctr_var
tvm,POPCTRX,continuation,continuation_change,EDE1,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,904,exec_pop_ctr_var
tvm,SETCONTCTRX,continuation,continuation_change,EDE2,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,914,exec_setcont_ctr_var
tvm,SETCONTCTRMANYX,continuation,continuation_change,EDE4,simple,16,16,9,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,943,exec_setcont_ctr_many_var
tvm,BOOLAND,continuation,continuation_change,EDF0,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,961,exec_compos
tvm,BOOLOR,continuation,continuation_change,EDF1,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,961,exec_compos
tvm,COMPOSBOTH,continuation,continuation_change,EDF2,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,961,exec_compos
tvm,ATEXIT,continuation,continuation_change,EDF3,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,983,exec_atexit
tvm,ATEXITALT,continuation,continuation_change,EDF4,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,992,exec_atexit_alt
tvm,SETEXITALT,continuation,continuation_change,EDF5,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1001,exec_setexit_alt
tvm,THENRET,continuation,continuation_change,EDF6,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1011,exec_thenret
tvm,THENRETALT,continuation,continuation_change,EDF7,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1020,exec_thenret_alt
tvm,INVERT,continuation,continuation_change,EDF8,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1029,exec_invert
tvm,BOOLEVAL,continuation,continuation_change,EDF9,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1037,exec_booleval
tvm,SAMEALT,continuation,continuation_change,EDFA,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,862,exec_samealt
tvm,SAMEALTSAVE,continuation,continuation_change,EDFB,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,862,exec_samealt
tvm,TRY,exception,,F2FF,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/contops.cpp,1186,exec_try
tvm,STDICT,dictionary,,F400,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,53,exec_store_dict
tvm,SKIPDICT,dictionary,,F401,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,82,exec_skip_dict
tvm,LDDICTS,dictionary,,F402,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,121,exec_load_dict_slice
tvm,PLDDICTS,dictionary,,F403,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,121,exec_load_dict_slice
tvm,LDDICT,dictionary,,F404,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,148,exec_load_dict
tvm,PLDDICT,dictionary,,F405,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,148,exec_load_dict
tvm,LDDICTQ,dictionary,,F406,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,148,exec_load_dict
tvm,PLDDICTQ,dictionary,,F407,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,148,exec_load_dict
tvm,PFXDICTSET,dictionary,,F470,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,566,exec_pfx_dict_set
tvm,PFXDICTREPLACE,dictionary,,F471,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,566,exec_pfx_dict_set
tvm,PFXDICTADD,dictionary,,F472,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,566,exec_pfx_dict_set
tvm,PFXDICTDEL,dictionary,,F473,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,580,exec_pfx_dict_delete
tvm,PFXDICTGETQ,dictionary,,F4A8,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,658,exec_pfx_dict_get
tvm,PFXDICTGET,dictionary,,F4A9,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,658,exec_pfx_dict_get
tvm,PFXDICTGETJMP,dictionary,,F4AA,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,658,exec_pfx_dict_get
tvm,PFXDICTGETEXEC,dictionary,,F4AB,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/dictops.cpp,658,exec_pfx_dict_get
tvm,NOP,stack,,0,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,28,exec_nop
tvm,SWAP,stack,,1,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,35,exec_swap
tvm,DUP,stack,,20,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,93,exec_dup
tvm,OVER,stack,,21,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,101,exec_over
tvm,DROP,stack,,30,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,127,exec_drop
tvm,NIP,stack,,31,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,135,exec_nip
tvm,ROT,stack,,58,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,308,exec_rot
tvm,ROTREV,stack,,59,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,317,exec_rotrev
tvm,PICK,stack,,60,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,400,exec_pick
tvm,ROLL,stack,,61,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,410,exec_roll
tvm,ROLLREV,stack,,62,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,423,exec_rollrev
tvm,BLKSWX,stack,,63,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,436,exec_blkswap_x
tvm,REVX,stack,,64,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,452,exec_reverse_x
tvm,DROPX,stack,,65,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,464,exec_drop_x
tvm,TUCK,stack,,66,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,474,exec_tuck
tvm,XCHGX,stack,,67,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,483,exec_xchg_x
tvm,DEPTH,stack,,68,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,493,exec_depth
tvm,CHKDEPTH,stack,,69,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,500,exec_chkdepth
tvm,ONLYTOPX,stack,,6A,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,509,exec_onlytop_x
tvm,ONLYX,stack,,6B,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/stackops.cpp,526,exec_only_x
tvm,ACCEPT,basic_gas,,F800,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,81,exec_accept
tvm,SETGASLIMIT,basic_gas,,F801,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,86,exec_set_gas_limit
tvm,GASCONSUMED,basic_gas,,F807,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,96,exec_gas_consumed
tvm,COMMIT,basic_gas,,F80F,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,102,exec_commit
tvm,NOW,config,,F823,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,BLOCKLT,config,,F824,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,LTIME,config,,F825,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,RANDSEED,config,,F826,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,BALANCE,config,,F827,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,MYADDR,config,,F828,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,CONFIGROOT,config,,F829,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,MYCODE,config,,F82A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,INCOMINGVALUE,config,,F82B,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,STORAGEFEES,config,,F82C,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,PREVBLOCKSINFOTUPLE,config,,F82D,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,UNPACKEDCONFIGTUPLE,config,,F82E,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,DUEPAYMENT,config,,F82F,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,143,exec_get_param
tvm,CONFIGDICT,config,,F830,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,182,exec_get_config_dict
tvm,CONFIGPARAM,config,,F832,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,188,exec_get_config_param
tvm,CONFIGOPTPARAM,config,,F833,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,188,exec_get_config_param
tvm,PREVMCBLOCKS,config,,F83400,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,259,exec_get_prev_blocks_info
tvm,PREVKEYBLOCK,config,,F83401,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,259,exec_get_prev_blocks_info
tvm,PREVMCBLOCKS_100,config,,F83402,simple,24,24,9,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,259,exec_get_prev_blocks_info
tvm,GLOBALID,config,,F835,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,276,exec_get_global_id
tvm,GETGASFEE,config,,F836,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,306,exec_get_gas_fee
tvm,GETSTORAGEFEE,config,,F837,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,317,exec_get_storage_fee
tvm,GETFORWARDFEE,config,,F838,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,331,exec_get_forward_fee
tvm,GETPRECOMPILEDGAS,config,,F839,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,343,exec_get_precompiled_gas
tvm,GETORIGINALFWDFEE,config,,F83A,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,350,exec_get_original_fwd_fee
tvm,GETGASFEESIMPLE,config,,F83B,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,364,exec_get_gas_fee_simple
tvm,GETFORWARDFEESIMPLE,config,,F83C,simple,16,16,6,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,375,exec_get_forward_fee_simple
tvm,GETGLOBVAR,globals,,F840,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,221,exec_get_global_var
tvm,SETGLOBVAR,globals,,F860,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,252,exec_set_global_var
tvm,RANDU256,prng,,F810,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,542,exec_randu256
tvm,RAND,prng,,F811,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,548,exec_rand_int
tvm,SETRAND,prng,,F814,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,561,exec_set_rand
tvm,ADDRAND,prng,,F815,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,561,exec_set_rand
tvm,HASHCU,crypto,crypto_common,F900,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,612,exec_compute_hash
tvm,HASHSU,crypto,crypto_common,F901,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,612,exec_compute_hash
tvm,SHA256U,crypto,crypto_common,F902,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,634,exec_compute_sha256
tvm,CHKSIGNU,crypto,crypto_common,F910,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,724,exec_ed25519_check_signature
tvm,CHKSIGNS,crypto,crypto_common,F911,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,724,exec_ed25519_check_signature
tvm,ECRECOVER,crypto,crypto_common,F912,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,760,exec_ecrecover
tvm,SECP256K1_XONLY_PUBKEY_TWEAK_ADD,crypto,crypto_common,F913,simple,16,16,9,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,798,exec_secp256k1_xonly_pubkey_tweak_add
tvm,P256_CHKSIGNU,crypto,crypto_common,F914,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,829,exec_p256_chksign
tvm,P256_CHKSIGNS,crypto,crypto_common,F915,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,829,exec_p256_chksign
tvm,RIST255_FROMHASH,crypto,crypto_rist255,F920,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,874,exec_ristretto255_from_hash
tvm,RIST255_VALIDATE,crypto,crypto_rist255,F921,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,895,exec_ristretto255_validate
tvm,RIST255_ADD,crypto,crypto_rist255,F922,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,914,exec_ristretto255_add
tvm,RIST255_SUB,crypto,crypto_rist255,F923,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,938,exec_ristretto255_sub
tvm,RIST255_MUL,crypto,crypto_rist255,F924,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,976,exec_ristretto255_mul
tvm,RIST255_MULBASE,crypto,crypto_rist255,F925,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1007,exec_ristretto255_mul_base
tvm,RIST255_PUSHL,crypto,crypto_rist255,F926,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1032,exec_ristretto255_push_l
tvm,RIST255_QVALIDATE,crypto,crypto_rist255,B7F921,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,895,exec_ristretto255_validate
tvm,RIST255_QADD,crypto,crypto_rist255,B7F922,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,914,exec_ristretto255_add
tvm,RIST255_QSUB,crypto,crypto_rist255,B7F923,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,938,exec_ristretto255_sub
tvm,RIST255_QMUL,crypto,crypto_rist255,B7F924,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,976,exec_ristretto255_mul
tvm,RIST255_QMULBASE,crypto,crypto_rist255,B7F925,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1007,exec_ristretto255_mul_base
tvm,BLS_VERIFY,crypto,crypto_bls,F93000,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1095,exec_bls_verify
tvm,BLS_AGGREGATE,crypto,crypto_bls,F93001,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1107,exec_bls_aggregate
tvm,BLS_FASTAGGREGATEVERIFY,crypto,crypto_bls,F93002,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1121,exec_bls_fast_aggregate_verify
tvm,BLS_AGGREGATEVERIFY,crypto,crypto_bls,F93003,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1138,exec_bls_aggregate_verify
tvm,BLS_G1_ADD,crypto,crypto_bls,F93010,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1155,exec_bls_g1_add
tvm,BLS_G1_SUB,crypto,crypto_bls,F93011,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1166,exec_bls_g1_sub
tvm,BLS_G1_NEG,crypto,crypto_bls,F93012,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1177,exec_bls_g1_neg
tvm,BLS_G1_MUL,crypto,crypto_bls,F93013,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1186,exec_bls_g1_mul
tvm,BLS_G1_MULTIEXP,crypto,crypto_bls,F93014,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1197,exec_bls_g1_multiexp
tvm,BLS_G1_ZERO,crypto,crypto_bls,F93015,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1213,exec_bls_g1_zero
tvm,BLS_MAP_TO_G1,crypto,crypto_bls,F93016,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1220,exec_bls_map_to_g1
tvm,BLS_G1_INGROUP,crypto,crypto_bls,F93017,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1229,exec_bls_g1_in_group
tvm,BLS_G1_ISZERO,crypto,crypto_bls,F93018,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1238,exec_bls_g1_is_zero
tvm,BLS_G2_ADD,crypto,crypto_bls,F93020,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1246,exec_bls_g2_add
tvm,BLS_G2_SUB,crypto,crypto_bls,F93021,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1257,exec_bls_g2_sub
tvm,BLS_G2_NEG,crypto,crypto_bls,F93022,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1268,exec_bls_g2_neg
tvm,BLS_G2_MUL,crypto,crypto_bls,F93023,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1277,exec_bls_g2_mul
