kind,name,category,sub_category,prefix_str,layout_kind,checkLen,skipLen,version,ton_commit_hash,ton_file_path,ton_line_number,ton_function_name
tvm,BLS_G2_MULTIEXP,crypto,crypto_bls,F93024,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1288,exec_bls_g2_multiexp
tvm,BLS_G2_ZERO,crypto,crypto_bls,F93025,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1304,exec_bls_g2_zero
tvm,BLS_MAP_TO_G2,crypto,crypto_bls,F93026,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1311,exec_bls_map_to_g2
tvm,BLS_G2_INGROUP,crypto,crypto_bls,F93027,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1320,exec_bls_g2_in_group
tvm,BLS_G2_ISZERO,crypto,crypto_bls,F93028,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1329,exec_bls_g2_is_zero
tvm,BLS_PAIRING,crypto,crypto_bls,F93030,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1337,exec_bls_pairing
tvm,BLS_PUSHR,crypto,crypto_bls,F93031,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1351,exec_bls_push_r
tvm,CDATASIZEQ,misc,,F940,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1415,exec_compute_data_size
tvm,CDATASIZE,misc,,F941,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1415,exec_compute_data_size
tvm,SDATASIZEQ,misc,,F942,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1415,exec_compute_data_size
tvm,SDATASIZE,misc,,F943,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1415,exec_compute_data_size
tvm,LDGRAMS,cell,cell_deserialize,FA00,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1453,exec_load_var_integer
tvm,LDVARINT16,cell,cell_deserialize,FA01,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1453,exec_load_var_integer
tvm,STGRAMS,cell,cell_serialize,FA02,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1474,exec_store_var_integer
tvm,STVARINT16,cell,cell_serialize,FA03,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1474,exec_store_var_integer
tvm,LDVARUINT32,cell,cell_deserialize,FA04,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1453,exec_load_var_integer
tvm,LDVARINT32,cell,cell_deserialize,FA05,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1453,exec_load_var_integer
tvm,STVARUINT32,cell,cell_serialize,FA06,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1474,exec_store_var_integer
tvm,STVARINT32,cell,cell_serialize,FA07,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1474,exec_store_var_integer
tvm,LDMSGADDR,cell,cell_deserialize,FA40,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1550,exec_load_message_addr
tvm,LDMSGADDRQ,cell,cell_deserialize,FA41,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1550,exec_load_message_addr
tvm,PARSEMSGADDR,address,,FA42,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1703,exec_parse_message_addr
tvm,PARSEMSGADDRQ,address,,FA43,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1703,exec_parse_message_addr
tvm,REWRITESTDADDR,address,,FA44,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1743,exec_rewrite_message_addr
tvm,REWRITESTDADDRQ,address,,FA45,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1743,exec_rewrite_message_addr
tvm,REWRITEVARADDR,address,,FA46,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1743,exec_rewrite_message_addr
tvm,REWRITEVARADDRQ,address,,FA47,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1743,exec_rewrite_message_addr
tvm,SENDRAWMSG,message,,FB00,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1956,exec_send_raw_message
tvm,RAWRESERVE,message,,FB02,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,2229,exec_reserve_raw
tvm,RAWRESERVEX,message,,FB03,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,2229,exec_reserve_raw
tvm,SETCODE,message,,FB04,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,2253,exec_set_code
tvm,SETLIBCODE,message,,FB06,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,2265,exec_set_lib_code
tvm,CHANGELIB,message,,FB07,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,2289,exec_change_lib
tvm,SENDMSG,message,,FB08,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tonops.cpp,1994,exec_send_message
tvm,PUSHNULL,tuple,,6D,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,28,exec_push_null
tvm,ISNULL,tuple,,6E,simple,8,8,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,34,exec_is_null
tvm,TUPLEVAR,tuple,,6F80,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,94,exec_mktuple_var
tvm,INDEXVAR,tuple,,6F81,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,112,exec_tuple_index_var
tvm,UNTUPLEVAR,tuple,,6F82,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,164,exec_untuple_var
tvm,UNPACKFIRSTVAR,tuple,,6F83,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,181,exec_untuple_first_var
tvm,EXPLODEVAR,tuple,,6F84,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,202,exec_explode_tuple_var
tvm,SETINDEXVAR,tuple,,6F85,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,229,exec_tuple_set_index_var
tvm,INDEXVARQ,tuple,,6F86,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,130,exec_tuple_quiet_index_var
tvm,SETINDEXVARQ,tuple,,6F87,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,258,exec_tuple_quiet_set_index_var
tvm,TLEN,tuple,,6F88,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,265,exec_tuple_length
tvm,QTLEN,tuple,,6F89,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,273,exec_tuple_length_quiet
tvm,ISTUPLE,tuple,,6F8A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,281,exec_is_tuple
tvm,LAST,tuple,,6F8B,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,288,exec_tuple_last
tvm,TPUSH,tuple,,6F8C,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,296,exec_tuple_push
tvm,TPOP,tuple,,6F8D,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,308,exec_tuple_pop
tvm,NULLSWAPIF,tuple,,6FA0,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,41,exec_null_swap_if
tvm,NULLSWAPIFNOT,tuple,,6FA1,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,41,exec_null_swap_if
tvm,NULLROTRIF,tuple,,6FA2,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,41,exec_null_swap_if
tvm,NULLROTRIFNOT,tuple,,6FA3,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,41,exec_null_swap_if
tvm,NULLSWAPIF2,tuple,,6FA4,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,56,exec_null_swap_if_many
tvm,NULLSWAPIFNOT2,tuple,,6FA5,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,56,exec_null_swap_if_many
tvm,NULLROTRIF2,tuple,,6FA6,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,56,exec_null_swap_if_many
tvm,NULLROTRIFNOT2,tuple,,6FA7,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/tupleops.cpp,56,exec_null_swap_if_many
tvm,ADDDIVMOD,arithmetic,div,A900,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,ADDDIVMODR,arithmetic,div,A901,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,ADDDIVMODC,arithmetic,div,A902,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIV,arithmetic,div,A904,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIVR,arithmetic,div,A905,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIVC,arithmetic,div,A906,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,MOD,arithmetic,div,A908,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,MODR,arithmetic,div,A909,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,MODC,arithmetic,div,A90A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIVMOD,arithmetic,div,A90C,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIVMODR,arithmetic,div,A90D,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,DIVMODC,arithmetic,div,A90E,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QADDDIVMOD,arithmetic,div,B7A900,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QADDDIVMODR,arithmetic,div,B7A901,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QADDDIVMODC,arithmetic,div,B7A902,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIV,arithmetic,div,B7A904,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIVR,arithmetic,div,B7A905,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIVC,arithmetic,div,B7A906,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QMOD,arithmetic,div,B7A908,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QMODR,arithmetic,div,B7A909,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QMODC,arithmetic,div,B7A90A,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIVMOD,arithmetic,div,B7A90C,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIVMODR,arithmetic,div,B7A90D,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,QDIVMODC,arithmetic,div,B7A90E,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,266,exec_divmod
tvm,ADDRSHIFTMOD,arithmetic,div,A920,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,ADDRSHIFTMODR,arithmetic,div,A921,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,ADDRSHIFTMODC,arithmetic,div,A922,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,RSHIFTR,arithmetic,div,A925,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,RSHIFTC,arithmetic,div,A926,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,MODPOW2,arithmetic,div,A928,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,MODPOW2R,arithmetic,div,A929,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,MODPOW2C,arithmetic,div,A92A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,RSHIFTMOD,arithmetic,div,A92C,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,RSHIFTMODR,arithmetic,div,A92D,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,RSHIFTMODC,arithmetic,div,A92E,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QADDRSHIFTMOD,arithmetic,div,B7A920,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QADDRSHIFTMODR,arithmetic,div,B7A921,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QADDRSHIFTMODC,arithmetic,div,B7A922,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QRSHIFTR,arithmetic,div,B7A925,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QRSHIFTC,arithmetic,div,B7A926,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QMODPOW2,arithmetic,div,B7A928,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QMODPOW2R,arithmetic,div,B7A929,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QMODPOW2C,arithmetic,div,B7A92A,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QRSHIFTMOD,arithmetic,div,B7A92C,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QRSHIFTMODR,arithmetic,div,B7A92D,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,QRSHIFTMODC,arithmetic,div,B7A92E,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,336,exec_shrmod
tvm,MULADDDIVMOD,arithmetic,div,A980,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULADDDIVMODR,arithmetic,div,A981,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULADDDIVMODC,arithmetic,div,A982,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIV,arithmetic,div,A984,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIVR,arithmetic,div,A985,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIVC,arithmetic,div,A986,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULMOD,arithmetic,div,A988,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULMODR,arithmetic,div,A989,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULMODC,arithmetic,div,A98A,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIVMOD,arithmetic,div,A98C,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIVMODR,arithmetic,div,A98D,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULDIVMODC,arithmetic,div,A98E,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULADDDIVMOD,arithmetic,div,B7A980,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULADDDIVMODR,arithmetic,div,B7A981,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULADDDIVMODC,arithmetic,div,B7A982,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIV,arithmetic,div,B7A984,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIVR,arithmetic,div,B7A985,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIVC,arithmetic,div,B7A986,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULMOD,arithmetic,div,B7A988,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULMODR,arithmetic,div,B7A989,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULMODC,arithmetic,div,B7A98A,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIVMOD,arithmetic,div,B7A98C,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIVMODR,arithmetic,div,B7A98D,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,QMULDIVMODC,arithmetic,div,B7A98E,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,434,exec_muldivmod
tvm,MULADDRSHIFTMOD,arithmetic,div,A9A0,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULADDRSHIFTRMOD,arithmetic,div,A9A1,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULADDRSHIFTCMOD,arithmetic,div,A9A2,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFT,arithmetic,div,A9A4,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFTR,arithmetic,div,A9A5,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFTC,arithmetic,div,A9A6,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULMODPOW2,arithmetic,div,A9A8,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULMODPOW2R,arithmetic,div,A9A9,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULMODPOW2C,arithmetic,div,A9AA,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFTMOD,arithmetic,div,A9AC,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFTRMOD,arithmetic,div,A9AD,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,MULRSHIFTCMOD,arithmetic,div,A9AE,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULADDRSHIFTMOD,arithmetic,div,B7A9A0,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULADDRSHIFTRMOD,arithmetic,div,B7A9A1,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULADDRSHIFTCMOD,arithmetic,div,B7A9A2,simple,24,24,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFT,arithmetic,div,B7A9A4,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFTR,arithmetic,div,B7A9A5,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFTC,arithmetic,div,B7A9A6,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULMODPOW2,arithmetic,div,B7A9A8,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULMODPOW2R,arithmetic,div,B7A9A9,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULMODPOW2C,arithmetic,div,B7A9AA,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFTMOD,arithmetic,div,B7A9AC,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFTRMOD,arithmetic,div,B7A9AD,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,QMULRSHIFTCMOD,arithmetic,div,B7A9AE,simple,24,24,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,497,exec_mulshrmod
tvm,LSHIFTADDDIVMOD,arithmetic,div,A9C0,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTADDDIVMODR,arithmetic,div,A9C1,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTADDDIVMODC,arithmetic,div,A9C2,simple,16,16,4,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTDIV,arithmetic,div,A9C4,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTDIVR,arithmetic,div,A9C5,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTDIVC,arithmetic,div,A9C6,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
tvm,LSHIFTMOD,arithmetic,div,A9C8,simple,16,16,,f58297f1b668c7b49e8b30b65062951ca7c18acc,crypto/vm/arithops.cpp,595,exec_shldivmod
